transaction_id,amount,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase,repeat_retailer,used_chip,used_pin,online_order,hour_of_day,fraud
TXN102464,41.48,1.07,7.87,1.14,1,1,1,0,2,0
TXN102465,100.44,1.51,1.09,1.68,1,0,1,0,15,0
TXN102466,51.26,6.35,3.12,1.11,1,1,0,0,11,0
TXN102467,82.62,2.61,1.42,0.98,1,1,1,1,14,0
TXN102468,22.36,3.36,3.34,0.83,1,1,0,0,13,0
TXN102469,105.4,19.89,5.55,0.46,1,1,1,0,12,0
TXN102470,83.94,2.43,1.44,1.74,0,1,1,0,16,0
TXN102471,76.83,4.26,5.47,1.01,1,1,0,0,12,0
TXN102472,75.21,15.82,4.52,0.8,1,1,0,0,16,0
TXN102473,39.93,1.97,1.7,1.03,1,1,1,0,19,0
TXN102474,44.95,3.41,0.5,1.37,0,1,1,0,11,0
TXN102475,46.58,1.0,0.38,1.56,0,0,1,0,15,0
TXN102476,34.09,9.72,5.74,0.65,1,1,1,0,17,0
TXN102477,96.86,1.75,1.51,1.23,1,1,0,1,7,0
TXN102478,91.58,12.48,4.32,1.46,1,1,0,0,15,0
TXN102479,88.04,2.72,4.16,1.16,0,0,1,0,5,0
TXN102480,116.27,13.29,5.81,1.15,1,1,0,0,14,0
TXN102481,160.54,11.57,2.95,1.31,1,1,1,0,10,0
TXN102482,31.8,6.32,1.33,0.83,1,1,0,0,15,0
TXN102483,147.6,10.03,2.84,2.13,1,1,1,1,4,0
TXN102484,33.18,16.98,7.0,2.32,1,1,1,0,6,0
TXN102485,34.88,3.05,3.55,1.18,1,0,0,0,18,0
TXN102486,100.15,8.3,1.66,1.05,0,1,1,0,17,0
TXN102487,92.43,4.4,1.85,1.27,0,1,1,0,19,0
TXN102488,182.4,1.33,2.53,0.68,1,1,1,0,9,0
TXN102489,20.13,24.67,5.96,1.96,1,1,0,0,16,0
TXN102490,91.58,4.03,8.65,1.23,1,1,0,0,10,0
TXN102491,37.32,12.2,4.76,0.73,0,1,1,0,9,0
TXN102492,47.38,17.67,4.2,0.37,1,1,0,0,15,0
TXN102493,23.33,14.32,6.91,1.79,0,0,1,1,2,0
TXN102494,39.56,9.65,1.78,0.98,1,0,1,0,7,0
TXN102495,114.6,4.04,1.1,0.67,1,0,1,0,13,0
TXN102496,54.11,12.09,7.6,0.82,1,0,1,0,14,0
TXN102497,69.22,6.86,7.84,0.84,1,1,0,1,16,0
TXN102498,184.62,3.96,5.92,1.37,1,1,1,0,19,0
TXN102499,43.52,2.36,2.96,1.68,1,1,1,0,11,0
TXN102500,57.68,5.01,3.69,0.66,1,1,1,0,11,0
TXN102501,189.65,7.73,2.44,1.72,1,1,1,1,7,0
TXN102502,241.32,10.41,2.82,1.14,1,1,1,1,7,0
TXN102503,43.08,1.5,2.59,0.46,1,1,1,0,12,0
TXN102504,187.8,6.41,0.28,1.06,1,1,1,0,11,0
TXN102505,28.66,13.42,3.51,0.29,1,1,1,1,18,0
TXN102506,55.73,4.43,3.67,0.91,1,1,0,0,16,0
TXN102507,51.23,11.63,8.79,0.94,1,1,0,0,19,0
TXN102508,145.69,13.31,7.59,0.06,1,1,1,1,12,0
TXN102509,90.34,6.51,0.0,0.67,1,1,0,0,13,0
TXN102510,12.72,0.12,2.67,1.71,1,1,1,0,15,0
TXN102511,355.07,3.61,0.38,0.92,1,1,0,1,12,0
TXN102512,25.15,14.96,7.92,1.08,1,1,1,1,18,0
TXN102513,74.1,11.03,1.13,0.99,1,1,1,0,22,0
TXN102514,52.0,6.35,2.12,1.23,1,1,0,0,19,0
TXN102515,15.86,2.36,2.86,0.33,1,0,0,1,18,0
TXN102516,77.09,14.17,5.95,0.86,1,1,1,0,17,0
TXN102517,182.01,9.36,4.43,1.11,1,1,0,0,8,0
TXN102518,77.26,16.4,5.47,1.15,1,0,1,0,17,0
TXN102519,31.38,2.77,1.54,1.19,1,1,0,1,15,0
TXN102520,100.53,113.23,38.07,8.48,1,0,0,1,22,1
TXN102521,39.54,0.34,5.03,1.53,1,0,1,0,10,0
TXN102522,121.25,8.83,0.19,1.59,1,1,0,1,14,0
TXN102523,8.85,13.74,1.87,0.33,1,1,0,0,11,0
TXN102524,25.98,4.19,3.92,1.32,1,1,0,1,14,0
TXN102525,40.61,3.06,2.62,1.26,1,1,1,1,16,0
TXN102526,222.4,9.87,5.37,0.52,1,0,1,0,12,0
TXN102527,38.37,2.49,1.31,0.96,1,1,1,0,20,0
TXN102528,15.99,3.3,2.89,0.1,1,1,0,0,19,0
TXN102529,54.26,15.91,4.48,1.11,1,1,1,1,10,0
TXN102530,770.96,83.88,13.03,4.97,1,0,0,0,23,1
TXN102531,77.24,15.21,2.54,0.88,1,1,1,0,10,0
TXN102532,105.63,16.29,1.61,0.56,1,1,0,1,5,0
TXN102533,92.02,7.58,2.47,0.89,1,1,0,0,20,0
TXN102534,137.57,2.26,1.04,0.28,1,0,0,0,16,0
TXN102535,7.62,14.45,2.0,0.85,1,0,0,0,10,0
TXN102536,116.69,2.1,0.9,0.91,1,1,1,0,10,0
TXN102537,62.52,1.17,1.4,0.64,1,1,0,0,14,0
TXN102538,37.39,2.09,5.27,1.15,0,0,0,0,8,0
TXN102539,577.28,18.32,103.09,4.38,0,0,0,0,18,1
TXN102540,33.76,9.96,0.33,0.71,1,1,0,1,11,0
TXN102541,103.8,0.17,2.92,1.05,1,0,0,1,11,0
TXN102542,100.01,10.99,3.04,1.35,1,0,1,0,12,0
TXN102543,201.52,9.16,7.15,0.86,1,1,1,0,13,0
TXN102544,77.7,7.84,1.93,0.89,1,1,1,0,10,0
TXN102545,114.64,15.99,2.02,0.51,1,0,0,1,14,0
TXN102546,208.34,0.75,0.17,1.23,1,1,1,0,15,0
TXN102547,75.29,4.51,3.24,1.17,1,0,0,1,14,0
TXN102548,66.13,14.8,2.02,0.98,1,0,0,1,7,0
TXN102549,192.27,5.94,3.23,1.34,1,0,1,0,8,0
TXN102550,31.55,4.8,8.51,1.26,1,0,0,0,0,0
TXN102551,15.19,9.76,2.66,1.05,1,0,1,1,15,0
TXN102552,77.89,14.43,3.16,1.16,1,1,0,0,19,0
TXN102553,95.17,1.45,5.39,1.32,1,0,1,0,15,0
TXN102554,113.11,3.46,0.85,0.91,0,1,1,0,11,0
TXN102555,103.55,12.11,5.27,0.73,1,1,0,1,6,0
TXN102556,66.69,11.81,4.53,1.04,0,1,0,0,21,0
TXN102557,73.89,4.2,3.58,1.01,0,0,0,0,7,0
TXN102558,39.02,0.74,2.92,0.44,0,1,0,1,14,0
TXN102559,55.67,1.01,3.72,0.99,0,1,0,0,7,0
TXN102560,2.85,2.51,1.79,0.7,0,1,0,0,22,0
TXN102561,134.09,11.22,0.44,0.86,0,0,0,0,14,0
TXN102562,23.35,9.24,6.53,0.11,1,1,0,0,14,0
TXN102563,47.78,8.19,6.46,0.32,1,1,0,0,14,0
TXN102564,79.89,15.9,10.13,0.54,1,0,0,0,19,0
TXN102565,150.51,12.6,3.07,1.1,1,0,1,0,11,0
TXN102566,153.18,2.02,2.84,1.81,1,1,1,1,16,0
TXN102567,78.91,0.86,1.47,0.06,1,1,0,0,20,0
TXN102568,145.5,0.63,6.98,2.12,0,0,1,0,14,0
TXN102569,99.48,8.2,9.89,1.41,1,1,0,0,13,0
TXN102570,156.82,20.42,1.42,1.17,1,1,1,0,21,0
TXN102571,33.2,6.82,6.62,0.17,1,0,1,0,18,0
TXN102572,71.89,4.46,2.67,0.78,1,0,1,0,12,0
TXN102573,119.74,8.78,4.19,1.13,1,1,1,0,13,0
TXN102574,70.25,18.59,0.09,1.75,1,1,1,0,14,0
TXN102575,66.73,7.81,4.63,1.03,0,0,1,0,14,0
TXN102576,7.67,12.28,0.36,1.63,0,0,0,0,10,0
TXN102577,47.2,5.27,4.11,0.36,1,1,1,1,20,0
TXN102578,42.19,1.16,0.24,1.34,1,1,1,0,17,0
TXN102579,55.38,0.27,12.06,1.27,1,1,0,1,9,0
TXN102580,109.27,4.73,5.44,1.39,1,0,0,0,5,0
TXN102581,18.74,2.01,5.31,0.69,1,1,1,0,17,0
TXN102582,67.78,5.33,2.36,1.31,1,1,1,0,13,0
TXN102583,42.27,4.41,5.04,0.25,1,1,1,1,12,0
TXN102584,57.95,1.63,1.67,1.05,1,0,1,0,18,0
TXN102585,4.76,8.82,1.94,0.29,1,1,1,1,13,0
TXN102586,110.42,8.4,6.02,0.89,1,0,0,0,7,0
TXN102587,42.65,5.74,1.07,0.68,1,1,0,1,8,0
TXN102588,84.18,15.91,1.04,0.73,1,1,1,1,7,0
TXN102589,958.18,55.28,82.98,0.52,0,0,0,1,15,1
TXN102590,12.29,2.49,5.75,1.26,1,1,1,0,17,0
TXN102591,33.35,14.53,5.62,1.39,1,1,0,1,7,0
TXN102592,100.2,12.75,4.02,0.35,1,1,0,0,15,0
TXN102593,65.13,1.8,2.63,0.88,1,1,1,0,10,0
TXN102594,43.52,1.69,3.78,0.42,1,1,1,1,16,0
TXN102595,79.45,12.54,4.45,0.9,1,0,0,0,12,0
TXN102596,60.61,13.01,1.17,0.18,1,1,0,0,9,0
TXN102597,50.04,4.82,4.21,1.63,1,0,1,0,13,0
TXN102598,79.93,2.71,5.11,0.09,1,1,1,1,9,0
TXN102599,62.94,9.42,1.01,1.75,1,0,1,0,12,0
TXN102600,144.72,0.22,0.2,1.38,1,1,1,0,2,0
TXN102601,53.23,2.14,4.93,1.13,1,0,1,0,15,0
TXN102602,62.41,4.44,1.95,1.68,1,0,1,1,13,0
TXN102603,48.36,2.0,4.6,1.12,1,0,0,0,12,0
TXN102604,15.34,5.9,5.44,1.44,0,0,1,1,6,0
TXN102605,31.49,0.18,5.69,0.74,1,0,0,0,17,0
TXN102606,91.32,5.46,3.29,1.41,1,1,1,0,18,0
TXN102607,203.26,136.11,51.56,2.92,0,0,0,1,1,1
TXN102608,11.08,7.92,6.54,0.87,1,0,0,0,10,0
TXN102609,55.93,15.64,4.36,0.78,1,0,0,1,15,0
TXN102610,15.07,1.97,0.75,1.18,1,1,1,0,7,0
TXN102611,59.62,11.07,0.49,1.28,1,1,1,0,17,0
TXN102612,35.37,14.83,8.04,1.33,1,0,0,1,11,0
TXN102613,168.66,6.2,6.91,1.31,1,0,0,0,9,0
TXN102614,90.39,1.07,0.14,0.8,0,1,1,0,14,0
TXN102615,29.82,0.17,1.68,0.51,1,0,0,0,7,0
TXN102616,53.67,3.48,4.67,0.5,0,1,1,0,6,0
TXN102617,63.46,1.98,2.11,0.6,1,1,1,0,5,0
TXN102618,50.62,10.03,7.4,1.5,1,1,0,1,23,0
TXN102619,12.05,6.22,3.13,0.56,1,1,0,0,12,0
TXN102620,44.32,1.64,1.45,1.29,1,1,1,0,0,0
TXN102621,14.22,9.61,5.21,1.71,1,1,0,1,5,0
TXN102622,60.01,3.19,0.1,1.1,1,1,1,0,21,0
TXN102623,40.73,5.54,3.03,0.57,0,1,0,0,9,0
TXN102624,94.21,7.14,2.98,0.42,1,0,0,0,17,0
TXN102625,18.87,1.23,6.5,1.07,1,1,0,0,14,0
TXN102626,181.36,12.72,0.03,0.8,0,0,1,0,10,0
TXN102627,18.02,1.77,4.59,0.89,1,0,1,0,17,0
TXN102628,59.61,3.85,1.14,0.88,1,1,1,1,18,0
TXN102629,207.83,6.51,3.09,0.15,1,1,1,1,12,0
TXN102630,55.91,8.85,1.06,0.74,1,1,0,0,19,0
TXN102631,24.25,4.02,6.95,0.71,1,1,1,0,19,0
TXN102632,144.69,13.62,3.76,0.89,1,1,1,0,23,0
TXN102633,116.43,5.71,3.94,1.1,1,0,1,0,13,0
TXN102634,17.72,3.39,0.26,1.11,1,1,1,0,12,0
TXN102635,25.91,7.41,9.75,1.17,0,0,1,0,13,0
TXN102636,48.65,6.22,0.16,1.14,1,1,1,0,13,0
TXN102637,48.84,16.08,8.39,0.87,1,0,0,1,12,0
TXN102638,68.97,1.37,0.07,1.25,1,0,1,0,21,0
TXN102639,57.35,7.13,1.49,1.65,1,0,0,0,14,0
TXN102640,113.08,19.45,2.88,0.56,1,1,0,0,11,0
TXN102641,69.18,5.2,8.23,0.89,0,1,0,0,15,0
TXN102642,120.92,1.05,0.76,0.7,1,0,0,0,12,0
TXN102643,135.47,0.5,1.59,1.69,1,1,1,1,2,0
TXN102644,134.96,1.18,7.28,0.44,1,1,1,0,9,0
TXN102645,149.18,0.72,6.77,0.58,0,0,1,0,20,0
TXN102646,134.99,7.4,0.49,0.82,1,0,1,0,17,0
TXN102647,9.69,7.73,2.43,1.19,0,0,0,0,14,0
TXN102648,39.96,9.58,8.21,1.11,1,1,1,0,4,0
TXN102649,11.27,20.34,13.39,1.06,1,0,0,0,18,0
TXN102650,119.2,13.61,0.64,1.32,1,1,1,0,16,0
TXN102651,60.48,5.17,3.04,0.36,1,0,1,0,9,0
TXN102652,18.14,3.97,2.06,1.62,1,1,1,0,12,0
TXN102653,57.91,7.97,0.41,1.03,1,0,1,0,17,0
TXN102654,7.02,16.0,3.91,0.9,1,1,0,1,15,0
TXN102655,146.41,3.77,7.55,1.28,1,1,1,0,12,0
TXN102656,29.49,0.6,2.09,1.25,1,0,1,1,15,0
TXN102657,60.3,1.65,4.43,0.75,0,1,1,0,8,0
TXN102658,205.26,19.37,0.13,2.19,1,0,1,0,13,0
TXN102659,125.36,8.88,0.53,0.86,1,1,1,0,13,0
TXN102660,44.93,2.28,5.35,1.48,1,1,1,0,14,0
TXN102661,29.33,15.06,0.01,0.43,1,1,0,1,11,0
TXN102662,43.56,3.7,4.91,0.44,0,0,1,0,17,0
TXN102663,5.59,4.07,10.2,0.69,1,1,0,0,11,0
TXN102664,83.46,0.8,1.22,1.19,1,1,1,0,9,0
TXN102665,93.69,4.49,6.2,0.33,1,1,1,0,11,0
TXN102666,19.77,9.57,1.06,1.24,0,1,1,1,23,0
TXN102667,111.13,10.01,8.43,1.66,1,1,1,0,7,0
TXN102668,61.13,9.68,0.13,0.65,1,1,0,0,15,0
TXN102669,75.5,8.49,2.11,0.94,1,0,1,0,16,0
TXN102670,32.0,4.79,4.45,0.88,1,1,0,0,17,0
TXN102671,15.56,0.41,0.76,0.83,1,1,1,1,10,0
TXN102672,90.15,12.9,6.35,0.93,1,0,1,1,11,0
TXN102673,124.01,14.73,1.96,0.27,0,1,0,1,4,0
TXN102674,30.12,6.87,1.68,1.51,1,1,1,0,14,0
TXN102675,45.61,13.14,0.36,0.81,1,1,0,0,13,0
TXN102676,103.97,5.76,2.3,0.5,1,0,1,0,3,0
TXN102677,46.7,11.32,2.3,1.96,0,1,1,0,17,0
TXN102678,140.69,9.82,5.42,1.38,1,0,1,1,16,0
TXN102679,50.7,28.26,4.19,0.85,1,1,0,0,7,0
TXN102680,27.82,11.87,1.75,1.89,1,1,0,0,11,0
TXN102681,474.24,69.6,18.79,6.03,0,0,0,1,15,1
TXN102682,68.85,4.28,3.18,1.35,1,1,1,1,14,0
TXN102683,146.4,2.69,5.56,0.92,1,0,1,0,4,0
TXN102684,160.36,2.49,5.29,1.2,1,0,1,0,14,0
TXN102685,106.66,15.89,1.11,0.32,1,1,1,1,15,0
TXN102686,206.67,15.16,0.75,0.32,0,1,1,0,12,0
TXN102687,71.34,12.0,6.72,0.98,1,1,1,1,12,0
TXN102688,42.9,16.95,3.25,0.64,0,1,1,0,14,0
TXN102689,19.67,13.75,10.35,0.69,1,1,1,0,20,0
TXN102690,32.59,10.89,0.17,0.0,1,1,1,1,23,0
TXN102691,55.17,0.16,0.38,1.09,1,1,1,1,17,0
TXN102692,34.76,5.3,2.41,0.66,1,0,0,0,13,0
TXN102693,20.31,16.25,5.29,1.47,1,0,1,1,13,0
TXN102694,134.72,15.62,3.67,1.53,1,0,1,0,19,0
TXN102695,22.07,0.04,2.47,0.77,1,1,0,0,11,0
TXN102696,35.56,4.48,4.14,1.39,1,1,1,1,18,0
TXN102697,86.6,18.72,4.84,0.94,1,0,0,1,12,0
TXN102698,35.27,11.97,3.5,1.41,1,1,1,0,10,0
TXN102699,82.78,8.19,4.93,1.43,0,1,0,1,7,0
TXN102700,68.53,24.12,7.59,0.11,1,1,0,0,20,0
TXN102701,34.76,3.52,3.59,0.75,1,1,1,1,7,0
TXN102702,86.45,3.09,8.18,0.83,1,1,1,1,14,0
TXN102703,74.47,19.19,0.41,0.62,1,1,1,1,10,0
TXN102704,148.06,4.08,4.1,0.67,1,0,1,0,18,0
TXN102705,90.26,3.81,0.07,0.72,1,1,1,0,15,0
TXN102706,33.91,3.9,1.25,1.46,0,1,0,0,17,0
TXN102707,66.3,11.38,1.54,0.24,1,1,1,1,14,0
TXN102708,15.06,9.33,3.61,0.78,1,0,0,0,23,0
TXN102709,45.08,9.2,1.34,1.13,0,0,1,1,14,0
TXN102710,70.86,12.53,5.84,0.09,0,1,0,0,8,0
TXN102711,81.3,4.91,5.8,1.74,1,1,0,0,9,0
TXN102712,49.36,10.63,3.43,0.03,1,0,1,0,11,0
TXN102713,61.57,18.34,0.56,0.77,1,1,1,0,13,0
TXN102714,95.88,6.09,3.34,1.18,1,1,0,0,14,0
TXN102715,38.68,5.55,0.79,0.53,1,1,0,1,5,0
TXN102716,67.88,11.88,3.3,1.33,1,1,1,0,11,0
TXN102717,30.84,13.66,2.05,1.4,1,1,1,1,20,0
TXN102718,105.96,15.29,2.62,1.84,1,1,0,0,12,0
TXN102719,198.71,6.88,3.15,1.73,1,1,0,1,17,0
TXN102720,126.69,5.02,5.45,0.92,1,1,0,1,23,0
TXN102721,138.21,9.19,2.62,1.34,1,0,1,0,13,0
TXN102722,58.38,7.53,5.79,0.02,0,0,1,0,17,0
TXN102723,36.15,7.74,4.68,0.43,1,1,1,1,15,0
TXN102724,25.81,0.97,2.26,0.66,0,0,1,0,13,0
TXN102725,108.22,0.02,5.98,1.46,1,1,1,1,11,0
TXN102726,79.95,3.78,3.55,0.87,1,1,0,0,11,0
TXN102727,91.06,7.18,1.7,1.39,1,1,0,1,8,0
TXN102728,13.51,4.15,9.26,0.95,1,1,1,0,15,0
TXN102729,76.89,6.02,4.52,0.81,1,1,0,0,18,0
TXN102730,125.27,2.77,2.82,0.81,1,1,0,0,13,0
TXN102731,58.83,15.63,4.05,0.78,0,1,0,0,18,0
TXN102732,21.85,19.01,0.12,1.11,1,1,1,0,14,0
TXN102733,70.08,8.23,5.71,0.26,1,1,1,1,7,0
TXN102734,137.9,9.7,1.52,1.25,1,1,0,1,20,0
TXN102735,13.65,4.39,2.59,1.14,1,1,0,1,16,0
TXN102736,86.33,0.08,6.76,1.07,1,1,1,1,18,0
TXN102737,38.18,0.78,4.5,0.73,1,1,1,0,13,0
TXN102738,17.64,3.2,0.59,1.6,1,0,1,0,19,0
TXN102739,26.44,11.06,4.59,0.71,1,1,0,0,7,0
TXN102740,60.07,22.04,4.69,1.11,1,1,1,1,16,0
TXN102741,16.44,3.4,5.51,0.54,0,0,0,0,7,0
TXN102742,79.11,4.01,3.56,0.94,0,0,1,1,10,0
TXN102743,13.31,12.14,1.85,0.22,1,1,0,0,8,0
TXN102744,103.75,8.36,2.25,0.88,1,0,1,1,20,0
TXN102745,127.83,11.25,0.89,1.08,1,0,0,0,10,0
TXN102746,138.19,1.46,11.06,1.11,1,0,1,0,18,0
TXN102747,92.76,2.78,2.02,0.43,1,1,0,1,17,0
TXN102748,106.39,13.52,0.23,0.7,0,1,0,0,15,0
TXN102749,70.0,6.13,3.48,1.04,0,0,0,1,11,0
TXN102750,506.03,77.78,48.85,5.98,0,0,0,1,13,1
TXN102751,32.08,5.81,0.19,0.72,1,0,1,1,14,0
TXN102752,49.42,2.79,3.36,1.53,1,1,0,0,8,0
TXN102753,62.36,1.64,6.35,0.94,0,1,1,0,14,0
TXN102754,3.22,5.3,6.73,0.9,1,1,1,0,15,0
TXN102755,125.04,1.63,1.58,1.45,1,0,1,0,11,0
TXN102756,50.25,1.98,6.13,0.47,1,1,0,0,8,0
TXN102757,103.38,9.85,2.71,1.24,1,1,0,1,17,0
TXN102758,30.59,0.36,1.31,1.02,1,1,0,1,13,0
TXN102759,87.22,11.35,0.91,0.48,1,1,0,1,5,0
TXN102760,98.23,4.83,4.58,0.73,1,1,0,1,19,0
TXN102761,100.81,6.01,1.53,2.03,1,1,1,0,11,0
TXN102762,32.84,4.1,5.29,1.12,1,0,1,0,7,0
TXN102763,44.47,3.81,4.91,1.46,1,0,1,1,18,0
TXN102764,244.01,15.86,1.53,1.23,1,1,1,0,9,0
TXN102765,26.11,1.05,2.94,0.57,1,1,1,0,14,0
TXN102766,19.01,0.68,0.53,0.97,1,1,1,0,14,0
TXN102767,142.3,14.42,5.89,0.41,1,1,1,0,16,0
TXN102768,55.95,13.38,3.17,0.75,1,0,1,0,10,0
TXN102769,112.54,9.51,5.22,0.24,0,1,1,1,18,0
TXN102770,73.71,14.8,2.85,1.91,1,0,0,0,17,0
TXN102771,83.23,2.92,3.36,0.39,1,1,0,0,15,0
TXN102772,67.64,5.94,2.63,0.68,1,0,0,1,14,0
TXN102773,39.66,8.27,5.63,0.27,0,1,1,0,18,0
TXN102774,160.93,6.75,6.8,1.16,1,0,0,0,11,0
TXN102775,73.78,11.01,0.64,0.03,1,0,1,0,10,0
TXN102776,43.32,3.28,0.67,1.02,1,0,0,0,16,0
TXN102777,38.59,2.19,1.5,0.76,1,1,1,0,13,0
TXN102778,18.26,11.76,3.26,1.0,1,1,0,0,14,0
TXN102779,40.25,6.08,1.24,1.54,0,1,0,0,11,0
TXN102780,102.09,1.44,6.15,0.41,1,1,0,0,17,0
TXN102781,98.49,3.68,0.56,1.21,1,1,0,0,12,0
TXN102782,143.43,2.85,1.25,0.69,1,1,0,0,0,0
TXN102783,183.02,7.84,2.87,0.5,1,1,1,1,15,0
TXN102784,72.87,10.81,0.01,1.59,1,1,0,0,15,0
TXN102785,939.0,167.99,69.04,7.76,1,0,0,1,17,1
TXN102786,79.0,9.29,1.83,0.83,0,0,1,1,8,0
TXN102787,79.49,5.32,2.35,0.57,1,1,0,0,7,0
TXN102788,85.48,7.34,1.52,1.19,0,1,1,0,6,0
TXN102789,11.12,1.64,1.7,2.01,1,1,1,0,20,0
TXN102790,50.45,9.9,3.31,1.81,1,0,0,0,14,0
TXN102791,290.16,10.57,3.24,1.1,1,0,1,0,9,0
TXN102792,89.78,9.82,2.08,1.68,1,1,0,0,16,0
TXN102793,123.9,12.69,2.89,1.08,1,0,1,0,15,0
TXN102794,61.89,1.25,2.84,0.79,1,1,1,0,15,0
TXN102795,59.71,2.23,0.1,1.25,1,1,1,0,18,0
TXN102796,20.1,6.87,0.96,1.4,0,1,0,0,16,0
TXN102797,46.98,5.2,5.6,1.67,1,1,0,0,19,0
TXN102798,106.83,7.3,1.48,0.69,1,0,0,0,18,0
TXN102799,43.46,8.01,8.33,1.03,1,1,1,0,15,0
TXN102800,17.55,11.53,5.6,0.96,1,0,1,0,13,0
TXN102801,79.51,10.25,6.6,0.57,0,1,1,1,13,0
TXN102802,113.5,7.51,7.14,1.49,1,1,1,0,12,0
TXN102803,146.82,12.43,4.97,1.11,0,1,1,1,19,0
TXN102804,40.95,5.3,3.63,1.18,1,1,1,0,22,0
TXN102805,56.21,2.82,5.61,0.97,1,1,1,0,3,0
TXN102806,65.57,14.56,3.74,1.06,1,1,1,0,20,0
TXN102807,29.27,1.09,7.32,0.53,1,1,0,1,14,0
TXN102808,51.67,16.77,4.01,0.45,1,1,0,0,13,0
TXN102809,41.13,5.36,3.08,1.54,1,1,0,0,13,0
TXN102810,63.05,3.81,1.21,0.79,1,1,0,0,19,0
TXN102811,159.32,1.23,5.28,1.08,1,1,1,0,7,0
TXN102812,55.11,5.14,5.81,0.96,1,1,1,0,5,0
TXN102813,8.32,3.55,1.17,0.87,1,1,1,0,12,0
TXN102814,131.88,0.05,0.95,1.04,0,1,1,0,12,0
TXN102815,102.1,7.3,5.69,0.44,1,1,1,1,18,0
TXN102816,96.2,10.3,1.88,1.33,1,1,0,0,18,0
TXN102817,51.01,11.59,0.63,1.55,1,1,1,1,15,0
TXN102818,162.78,1.49,8.44,1.39,1,0,1,0,18,0
TXN102819,62.55,5.42,0.43,1.2,0,1,1,1,23,0
TXN102820,81.81,2.69,2.69,1.38,0,1,0,1,13,0
TXN102821,195.14,1.59,1.01,0.69,0,1,1,0,3,0
TXN102822,74.4,4.45,4.59,1.66,1,0,0,0,20,0
TXN102823,58.09,2.35,1.78,1.27,1,1,1,1,16,0
TXN102824,34.23,3.45,2.64,0.92,1,0,1,0,10,0
TXN102825,32.56,0.94,4.29,1.03,1,0,1,1,10,0
TXN102826,45.6,14.75,0.02,0.6,0,1,0,1,14,0
TXN102827,31.33,4.9,1.21,0.73,1,1,1,0,15,0
TXN102828,60.43,20.71,3.45,1.28,1,0,0,0,19,0
TXN102829,44.02,8.62,4.57,0.8,1,1,1,0,13,0
TXN102830,197.25,11.04,1.37,0.1,1,1,0,0,18,0
TXN102831,167.47,2.42,9.15,0.86,1,1,0,0,17,0
TXN102832,16.85,6.75,1.66,1.12,1,1,0,0,16,0
TXN102833,79.35,1.08,1.18,0.57,1,0,1,1,2,0
TXN102834,52.14,8.97,5.62,1.38,1,1,0,1,16,0
TXN102835,34.9,6.02,8.44,0.08,1,0,1,0,21,0
TXN102836,13.87,9.33,4.08,0.23,1,1,0,0,19,0
TXN102837,60.03,10.79,6.1,0.42,1,1,0,0,14,0
TXN102838,77.34,8.12,3.95,1.27,1,1,0,0,20,0
TXN102839,207.24,1.39,3.2,0.75,1,0,1,0,12,0
TXN102840,91.35,0.14,3.08,0.75,1,1,0,0,4,0
TXN102841,79.81,12.29,7.81,0.62,1,1,1,0,8,0
TXN102842,112.44,4.03,2.19,1.53,0,0,0,1,16,0
TXN102843,133.0,17.2,4.63,1.52,1,1,1,1,22,0
TXN102844,14.95,8.17,4.37,1.05,0,0,0,0,14,0
TXN102845,28.28,7.73,4.14,1.01,0,1,1,0,4,0
TXN102846,7.94,20.58,14.84,0.87,1,1,0,0,4,0
TXN102847,436.64,245.9,63.86,2.73,0,1,0,1,23,1
TXN102848,27.84,11.42,0.68,0.35,1,1,1,0,11,0
TXN102849,104.21,14.73,0.83,0.86,1,1,1,1,11,0
TXN102850,26.63,5.97,4.38,1.4,1,1,1,0,11,0
TXN102851,7.32,4.71,0.36,1.29,1,1,0,0,15,0
TXN102852,99.36,3.83,3.6,0.55,0,0,0,0,20,0
TXN102853,36.68,5.25,6.11,0.48,1,1,0,0,18,0
TXN102854,97.37,0.01,1.98,1.5,1,1,1,0,0,0
TXN102855,25.93,16.43,1.65,1.1,1,0,1,0,20,0
TXN102856,63.99,12.63,5.54,1.47,1,1,1,0,10,0
TXN102857,31.66,5.34,6.05,1.47,1,1,0,0,15,0
TXN102858,187.18,2.14,6.76,1.9,0,1,0,0,19,0
TXN102859,67.14,0.04,3.22,1.42,0,1,1,0,19,0
TXN102860,42.12,10.12,4.41,1.02,1,0,0,0,3,0
TXN102861,69.57,4.74,1.4,0.78,0,1,0,1,14,0
TXN102862,84.19,8.71,5.31,1.74,0,1,0,0,22,0
TXN102863,51.08,7.09,6.3,0.87,1,0,1,1,12,0
TXN102864,46.9,1.42,4.3,0.92,1,1,1,0,18,0
TXN102865,89.76,5.46,2.08,1.59,1,1,1,0,14,0
TXN102866,14.98,2.99,7.96,1.99,1,1,0,1,1,0
TXN102867,203.97,8.15,3.44,1.88,1,1,0,0,13,0
TXN102868,57.36,3.4,1.87,1.44,1,1,1,0,23,0
TXN102869,18.76,3.31,3.84,1.59,1,1,0,0,0,0
TXN102870,219.89,0.24,2.94,1.08,1,1,1,1,5,0
TXN102871,138.93,13.21,3.37,1.6,0,1,1,0,15,0
TXN102872,159.88,13.4,4.71,2.27,1,1,1,0,13,0
